vehicle_id,fuel_type,vehicle_type,timestamp,mq2,mq135,co2_ppm,co_ppm,nox_ppb,pm25_ugm3,temperature,humidity,aqi_status
VH002,Petrol,Passenger Car,2026-07-24 18:40:11.213000,211.9,172.5,445.4,0.16,44.5,8.8,61.3,43.9,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:40:26.213000,186.8,243.0,416.8,1.15,36.5,1.43,48.4,51.6,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:40:41.213000,210.5,104.6,502.5,5.55,8.9,7.56,68.1,64.9,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:40:56.213000,145.9,164.5,526.7,4.88,60.2,10.89,51.5,54.1,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:41:11.213000,104.4,115.8,504.5,3.3,50.8,5.11,80.7,42.5,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:41:26.213000,150.7,102.7,520.0,5.55,60.1,1.51,73.5,70.1,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:41:41.213000,119.9,240.1,426.0,3.99,10.4,7.44,60.6,47.2,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:41:56.213000,140.9,225.2,443.6,6.97,46.1,4.94,50.2,39.8,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:42:11.213000,216.6,119.1,529.6,4.8,43.0,6.99,64.0,67.0,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:42:26.213000,220.9,169.0,430.1,1.52,42.0,7.07,60.5,57.2,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:42:41.213000,106.4,130.1,477.0,0.37,53.5,6.41,66.8,68.5,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:42:56.213000,166.4,129.6,378.1,2.39,14.7,5.3,53.0,57.4,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:43:11.213000,170.6,279.8,536.5,0.0,35.0,5.99,68.5,51.3,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:43:26.213000,106.1,122.8,433.4,1.96,57.7,8.12,52.4,58.9,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:43:41.213000,214.8,76.7,499.6,3.48,7.3,0.77,70.4,66.7,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:43:56.213000,109.0,221.0,544.0,6.21,29.4,7.5,44.4,53.4,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:44:11.213000,152.3,89.7,480.9,2.73,25.9,3.29,81.1,58.1,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:44:26.213000,91.8,238.3,476.9,5.26,32.2,0.0,60.4,51.5,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:44:41.213000,197.2,98.6,458.5,3.55,42.5,4.62,46.4,56.5,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:44:56.213000,119.4,109.8,382.1,2.08,26.4,8.09,66.9,60.1,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:45:11.213000,85.8,233.0,394.2,4.24,24.3,2.64,52.4,59.1,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:45:26.213000,103.0,183.6,388.6,4.71,17.5,11.24,62.5,54.6,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:45:41.213000,182.2,229.5,513.0,1.95,45.1,4.86,53.9,58.3,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:45:56.213000,192.8,72.2,382.2,1.52,31.2,1.29,53.7,59.6,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:46:11.213000,92.1,99.3,467.2,0.03,25.5,1.94,55.9,48.8,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:46:26.213000,122.5,200.9,470.0,4.3,8.7,4.8,59.5,59.7,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:46:41.213000,208.4,127.4,454.9,6.89,35.8,7.37,45.7,59.2,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:46:56.213000,113.0,152.0,478.3,2.73,57.0,1.92,62.5,40.4,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:47:11.213000,128.6,236.4,463.2,0.64,37.2,7.05,71.8,60.4,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:47:26.213000,251.3,223.5,450.5,8.8,22.7,14.68,73.5,56.3,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:47:41.213000,134.1,145.4,544.8,2.82,15.1,8.02,70.1,42.2,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:47:56.213000,94.2,105.3,417.6,0.23,19.7,1.67,69.5,65.6,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:48:11.213000,88.5,121.5,461.3,6.86,56.2,2.38,49.6,48.0,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:48:26.213000,207.4,127.7,418.1,0.97,16.4,5.5,59.2,62.9,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:48:41.213000,159.3,211.6,501.0,1.84,11.1,2.23,48.0,62.9,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:48:56.213000,193.7,156.8,454.0,6.21,34.2,0.24,63.2,69.6,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:49:11.213000,149.7,106.2,410.2,3.51,45.9,0.0,44.4,40.7,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:49:26.213000,154.4,128.7,395.0,7.67,24.2,18.6,48.6,43.3,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:49:41.213000,107.7,133.6,435.7,1.42,13.7,1.44,64.3,70.4,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:49:56.213000,223.3,196.6,505.8,5.12,46.6,0.94,56.9,62.1,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:50:11.213000,212.8,197.1,431.7,4.4,56.9,2.36,51.2,68.5,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:50:26.213000,168.2,278.7,468.9,1.18,24.3,4.31,73.2,67.6,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:50:41.213000,186.5,147.0,520.6,0.77,50.1,3.33,53.0,69.4,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:50:56.213000,142.6,187.8,544.3,5.42,27.2,5.63,65.0,56.8,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:51:11.213000,127.3,282.4,464.1,0.51,16.3,4.38,71.6,57.5,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:51:26.213000,261.2,106.5,551.5,10.09,42.1,6.4,46.6,57.2,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:51:41.213000,86.9,246.2,558.3,2.91,18.9,5.32,47.1,43.0,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:51:56.213000,143.5,216.2,560.8,3.79,57.8,4.01,59.4,50.2,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:52:11.213000,142.4,130.1,422.1,5.18,18.5,7.17,73.6,66.0,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:52:26.213000,201.6,262.6,469.3,3.7,36.2,3.05,76.2,61.4,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:52:41.213000,109.9,231.3,411.1,0.1,36.5,4.95,53.9,53.2,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:52:56.213000,199.8,113.6,472.8,6.34,32.9,6.47,62.4,57.7,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:53:11.213000,250.9,231.1,495.6,7.49,8.0,10.27,80.0,45.4,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:53:26.213000,179.6,194.7,491.6,8.47,39.0,10.25,46.5,58.0,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:53:41.213000,114.6,136.3,384.0,2.14,45.2,2.93,56.4,52.4,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:53:56.213000,175.5,230.3,474.0,7.09,31.9,8.24,70.4,63.8,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:54:11.213000,212.2,88.9,490.2,1.51,7.7,2.52,78.8,55.9,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:54:26.213000,207.2,149.7,437.6,2.48,14.4,2.44,65.4,45.5,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:54:41.213000,222.4,240.2,493.0,6.14,28.1,3.26,67.8,42.3,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:54:56.213000,112.7,144.2,429.4,5.64,12.9,4.27,61.0,59.4,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:55:11.213000,99.0,213.3,470.7,6.73,9.2,2.91,56.7,65.1,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:55:26.213000,211.6,168.2,388.0,3.09,7.5,6.55,73.0,43.5,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:55:41.213000,214.7,171.3,460.2,7.06,44.9,12.94,71.7,42.2,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:55:56.213000,216.6,162.6,525.0,2.08,41.4,4.16,56.9,59.6,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:56:11.213000,213.1,171.1,509.2,4.08,45.9,4.1,74.8,61.7,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:56:26.213000,131.9,104.6,521.9,4.23,31.3,8.83,53.2,56.3,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:56:41.213000,127.8,125.5,474.7,3.3,5.3,0.0,49.9,67.9,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:56:56.213000,78.6,192.7,410.3,0.69,50.4,0.9,56.2,62.6,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:57:11.213000,94.5,183.1,500.5,3.78,35.8,3.9,64.6,42.0,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:57:26.213000,202.4,206.4,492.6,5.75,51.5,9.87,77.3,50.5,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:57:41.213000,158.5,201.6,486.7,2.82,19.4,5.32,75.2,46.5,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:57:56.213000,104.3,111.8,475.7,5.01,10.7,0.0,54.0,42.8,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:58:11.213000,101.9,98.7,504.4,4.48,42.9,1.45,60.4,47.4,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:58:26.213000,188.9,168.7,454.2,3.46,54.6,1.97,78.0,43.0,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:58:41.213000,94.2,205.3,499.4,3.6,41.6,7.43,60.5,55.4,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:58:56.213000,204.1,166.7,418.8,2.83,48.7,10.17,67.4,46.9,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:59:11.213000,136.0,93.3,478.1,2.65,59.4,3.23,65.8,41.8,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:59:26.213000,136.4,221.6,499.8,3.81,14.7,0.0,72.2,67.8,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:59:41.213000,111.2,253.5,503.8,0.11,17.2,3.79,72.1,51.2,Safe
VH002,Petrol,Passenger Car,2026-07-24 18:59:56.213000,181.3,190.6,371.6,0.19,31.1,7.52,62.6,60.1,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:00:11.213000,219.2,236.2,525.5,0.83,24.7,7.45,74.1,42.5,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:00:26.213000,134.3,164.5,422.9,3.5,7.2,0.86,73.8,60.1,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:00:41.213000,164.2,110.8,491.6,6.06,9.4,6.76,70.3,64.7,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:00:56.213000,181.7,205.7,520.6,3.56,32.8,8.96,67.6,65.8,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:01:11.213000,182.5,145.3,492.0,3.83,21.1,6.26,76.3,69.3,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:01:26.213000,179.4,121.1,556.3,1.94,44.4,8.3,46.7,60.7,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:01:41.213000,90.1,242.8,487.2,3.3,50.5,8.85,69.8,59.4,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:01:56.213000,122.6,231.5,396.5,1.61,56.8,2.3,47.1,48.1,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:02:11.213000,84.5,189.0,438.3,2.15,42.5,0.04,54.9,70.4,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:02:26.213000,133.6,225.5,445.6,2.0,38.8,5.51,63.1,70.5,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:02:41.213000,157.7,108.5,445.1,3.69,41.4,1.2,61.5,47.4,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:02:56.213000,171.0,82.6,484.3,4.41,58.2,4.81,71.9,61.5,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:03:11.213000,152.2,127.7,442.5,3.68,56.6,2.15,70.9,67.8,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:03:26.213000,127.9,277.2,478.9,3.69,60.2,2.24,54.2,51.2,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:03:41.213000,146.2,196.6,445.9,4.93,14.1,1.87,76.8,59.5,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:03:56.213000,186.9,117.0,461.1,4.53,38.5,3.76,73.3,64.3,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:04:11.213000,170.3,117.6,453.0,9.97,56.8,15.22,75.9,53.1,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:04:26.213000,203.7,243.2,509.3,3.26,48.9,3.77,75.1,65.3,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:04:41.213000,215.7,263.5,452.9,2.96,56.4,2.56,79.9,43.4,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:04:56.213000,171.8,146.4,490.6,3.78,48.0,10.7,59.1,49.4,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:05:11.213000,191.4,107.6,562.2,2.33,17.5,7.14,47.2,61.4,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:05:26.213000,96.6,154.9,400.4,5.53,35.7,8.49,61.6,64.8,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:05:41.213000,140.9,203.7,509.9,1.01,17.7,7.05,55.8,59.6,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:05:56.213000,126.8,255.5,470.8,1.57,42.7,7.47,60.1,47.7,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:06:11.213000,112.8,273.2,382.2,4.95,51.7,6.77,67.2,43.4,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:06:26.213000,159.5,206.6,539.9,5.75,33.3,0.0,71.4,51.7,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:06:41.213000,142.0,125.1,522.7,3.34,32.0,0.0,75.8,54.7,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:06:56.213000,171.8,95.0,391.8,3.02,45.1,6.41,46.8,62.7,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:07:11.213000,289.1,125.2,529.7,6.93,48.1,15.32,54.1,62.5,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:07:26.213000,132.9,151.8,404.9,6.72,26.9,10.01,54.8,49.2,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:07:41.213000,174.9,261.4,386.5,3.35,46.4,8.45,72.0,53.6,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:07:56.213000,120.4,259.1,427.2,6.53,48.2,2.42,62.7,53.0,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:08:11.213000,219.5,117.4,480.5,2.18,4.2,0.0,74.3,64.0,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:08:26.213000,124.6,129.2,412.4,2.39,12.4,0.69,48.7,66.3,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:08:41.213000,156.6,153.7,475.7,6.85,21.0,3.12,69.2,60.8,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:08:56.213000,115.0,245.4,419.8,0.94,37.0,9.25,47.0,70.0,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:09:11.213000,179.9,148.9,373.2,1.7,7.0,5.03,54.6,60.3,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:09:26.213000,106.4,187.3,411.4,4.48,23.2,0.23,72.6,61.8,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:09:41.213000,91.7,167.7,406.6,6.59,39.1,0.0,51.6,67.1,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:09:56.213000,102.3,262.7,397.9,0.0,55.3,1.08,46.2,60.0,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:10:11.213000,214.4,92.7,402.6,1.75,9.4,7.29,56.0,40.4,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:10:26.213000,85.5,154.4,510.7,2.86,9.4,6.04,71.4,53.5,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:10:41.213000,154.6,183.1,502.2,2.95,16.2,1.39,75.5,61.1,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:10:56.213000,175.0,251.5,464.1,6.17,61.6,2.26,68.7,56.8,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:11:11.213000,128.3,190.4,402.6,2.11,6.3,2.12,66.0,54.0,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:11:26.213000,146.3,130.2,530.9,6.01,23.3,5.99,51.6,39.7,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:11:41.213000,175.9,250.8,546.6,0.22,47.9,6.34,47.0,65.3,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:11:56.213000,203.4,84.3,467.2,2.93,23.3,7.29,71.4,68.3,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:12:11.213000,175.1,276.2,418.5,2.02,8.6,6.36,67.1,67.7,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:12:26.213000,196.6,237.1,395.2,1.79,23.8,2.79,57.8,60.2,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:12:41.213000,176.1,222.6,426.8,3.91,31.4,8.21,77.1,49.6,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:12:56.213000,149.4,270.3,515.3,2.88,6.1,4.45,68.6,61.7,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:13:11.213000,202.0,162.1,372.6,0.83,36.3,0.0,49.5,46.9,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:13:26.213000,103.3,264.2,537.8,1.01,4.3,7.02,69.4,51.2,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:13:41.213000,189.9,236.3,500.1,4.96,30.8,9.33,47.3,68.0,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:13:56.213000,117.8,169.5,409.9,4.91,9.5,0.35,59.0,60.2,Safe
VH002,Petrol,Passenger Car,2026-07-24 19:14:11.213000,275.1,337.3,671.8,8.61,79.1,15.39,87.0,61.0,Moderate
VH002,Petrol,Passenger Car,2026-07-24 19:14:26.213000,287.3,355.9,717.7,9.48,87.2,16.45,91.4,47.4,Moderate
VH002,Petrol,Passenger Car,2026-07-24 19:14:41.213000,259.3,317.6,624.4,8.11,73.6,15.16,84.8,40.7,Moderate
VH002,Petrol,Passenger Car,2026-07-24 19:14:56.213000,306.7,343.5,726.7,9.44,89.6,18.26,90.3,67.2,Moderate
VH002,Petrol,Passenger Car,2026-07-24 19:15:11.213000,269.5,324.1,691.6,8.96,81.8,16.24,89.4,42.3,Moderate
VH002,Petrol,Passenger Car,2026-07-24 19:15:26.213000,277.0,313.0,647.0,8.08,78.3,13.38,86.2,50.5,Moderate
VH002,Petrol,Passenger Car,2026-07-24 19:15:41.213000,266.8,305.0,650.2,8.11,74.1,12.93,86.6,60.9,Moderate
VH002,Petrol,Passenger Car,2026-07-24 19:15:56.213000,312.6,363.3,744.1,10.12,88.1,18.13,92.3,44.2,Moderate
VH002,Petrol,Passenger Car,2026-07-24 19:16:11.213000,272.2,318.9,657.5,8.52,73.9,14.82,87.9,46.5,Moderate
VH002,Petrol,Passenger Car,2026-07-24 19:16:26.213000,273.9,319.4,632.3,8.34,76.8,15.13,84.9,52.6,Moderate
VH002,Petrol,Passenger Car,2026-07-24 19:16:41.213000,273.4,339.6,678.2,8.64,81.9,16.45,87.2,43.1,Moderate
VH002,Petrol,Passenger Car,2026-07-24 19:16:56.213000,275.7,335.9,707.2,8.98,83.1,16.93,89.0,59.1,Moderate
VH002,Petrol,Passenger Car,2026-07-24 19:17:11.213000,286.4,343.1,681.7,9.15,85.1,16.7,90.4,58.6,Moderate
VH002,Petrol,Passenger Car,2026-07-24 19:17:26.213000,258.4,330.5,647.9,8.76,80.3,14.2,86.9,54.0,Moderate
VH002,Petrol,Passenger Car,2026-07-24 19:17:41.213000,267.0,311.8,655.5,8.86,79.2,15.19,86.9,49.0,Moderate
VH002,Petrol,Passenger Car,2026-07-24 19:17:56.213000,292.7,350.1,733.1,9.05,91.1,16.13,91.8,53.7,Moderate
VH002,Petrol,Passenger Car,2026-07-24 19:18:11.213000,252.5,305.3,634.7,8.21,68.8,11.9,84.5,45.8,Moderate
VH002,Petrol,Passenger Car,2026-07-24 19:18:26.213000,290.7,350.9,726.0,9.68,90.4,17.41,91.8,49.7,Moderate
VH002,Petrol,Passenger Car,2026-07-24 19:18:41.213000,243.9,321.2,625.2,8.17,76.0,13.52,85.1,68.3,Moderate
VH002,Petrol,Passenger Car,2026-07-24 19:18:56.213000,271.8,320.7,664.6,8.47,81.5,13.9,85.7,61.5,Moderate
VH002,Petrol,Passenger Car,2026-07-24 19:19:11.213000,494.4,540.4,1407.7,22.22,196.4,43.61,127.9,55.8,Poor
VH002,Petrol,Passenger Car,2026-07-24 19:19:26.213000,294.5,356.8,749.0,9.74,94.8,18.28,93.1,50.6,Moderate
VH002,Petrol,Passenger Car,2026-07-24 19:19:41.213000,492.4,550.7,1390.1,21.94,186.8,42.49,129.9,53.5,Poor
VH002,Petrol,Passenger Car,2026-07-24 19:19:56.213000,289.0,333.2,691.4,9.17,83.8,16.34,86.6,46.5,Moderate
VH002,Petrol,Passenger Car,2026-07-24 19:20:11.213000,310.8,345.9,736.0,9.89,87.8,17.03,88.5,57.5,Moderate
VH002,Petrol,Passenger Car,2026-07-24 19:20:26.213000,494.4,539.3,1407.6,21.88,196.1,43.41,128.2,57.8,Poor
VH002,Petrol,Passenger Car,2026-07-24 19:20:41.213000,289.8,346.8,702.4,9.04,90.1,16.26,90.0,44.9,Moderate
VH002,Petrol,Passenger Car,2026-07-24 19:20:56.213000,290.0,357.4,726.7,9.48,86.0,17.07,89.6,43.2,Moderate
VH002,Petrol,Passenger Car,2026-07-24 19:21:11.213000,293.2,358.9,731.1,9.74,87.3,16.67,90.8,68.2,Moderate
VH002,Petrol,Passenger Car,2026-07-24 19:21:26.213000,275.9,316.1,665.4,8.36,77.7,14.75,87.7,67.7,Moderate
VH002,Petrol,Passenger Car,2026-07-24 19:21:41.213000,287.4,335.1,680.2,8.99,81.9,16.3,86.7,43.4,Moderate
VH002,Petrol,Passenger Car,2026-07-24 19:21:56.213000,285.0,343.2,686.2,8.53,80.9,16.08,88.9,58.0,Moderate
VH002,Petrol,Passenger Car,2026-07-24 19:22:11.213000,498.9,535.8,1409.1,22.43,195.6,44.76,127.8,65.7,Poor
VH002,Petrol,Passenger Car,2026-07-24 19:22:26.213000,291.7,351.7,708.5,8.96,90.3,16.48,88.0,67.3,Moderate
VH002,Petrol,Passenger Car,2026-07-24 19:22:41.213000,252.4,313.7,646.7,8.32,75.8,13.29,85.5,48.2,Moderate
VH003,CNG,City Bus,2026-07-24 18:36:41.213000,176.1,136.2,428.3,1.01,8.9,6.06,74.0,50.2,Safe
VH003,CNG,City Bus,2026-07-24 18:36:56.213000,207.2,138.6,517.2,4.56,21.3,4.27,64.3,56.0,Safe
VH003,CNG,City Bus,2026-07-24 18:37:11.213000,193.9,122.3,463.8,2.81,11.3,0.0,67.6,66.4,Safe
VH003,CNG,City Bus,2026-07-24 18:37:26.213000,232.9,107.4,491.8,2.63,30.4,4.69,55.0,40.5,Safe
VH003,CNG,City Bus,2026-07-24 18:37:41.213000,262.6,89.9,444.1,0.17,20.7,3.17,68.8,43.4,Safe
VH003,CNG,City Bus,2026-07-24 18:37:56.213000,174.2,130.5,522.8,1.46,41.1,7.79,71.4,39.0,Safe
VH003,CNG,City Bus,2026-07-24 18:38:11.213000,154.6,180.8,353.1,1.69,17.1,3.51,51.4,63.0,Safe
VH003,CNG,City Bus,2026-07-24 18:38:26.213000,265.4,198.9,437.1,0.0,41.1,4.17,83.4,52.2,Safe
VH003,CNG,City Bus,2026-07-24 18:38:41.213000,233.9,173.8,531.7,3.74,20.6,0.43,50.9,60.3,Safe
VH003,CNG,City Bus,2026-07-24 18:38:56.213000,221.4,129.0,433.9,3.03,30.9,8.39,51.6,55.2,Safe
VH003,CNG,City Bus,2026-07-24 18:39:11.213000,278.3,181.6,396.3,3.85,31.3,1.55,54.8,52.1,Safe
VH003,CNG,City Bus,2026-07-24 18:39:26.213000,199.0,115.1,387.4,0.82,28.8,5.35,56.8,47.5,Safe
VH003,CNG,City Bus,2026-07-24 18:39:41.213000,212.4,171.3,453.6,0.0,44.0,5.12,55.6,39.9,Safe
VH003,CNG,City Bus,2026-07-24 18:39:56.213000,244.5,120.8,347.7,0.0,18.2,7.56,66.2,38.3,Safe
VH003,CNG,City Bus,2026-07-24 18:40:11.213000,243.2,177.8,471.8,1.53,12.6,4.45,73.4,66.3,Safe
VH003,CNG,City Bus,2026-07-24 18:40:26.213000,245.9,218.0,486.5,3.35,50.3,4.26,72.2,44.2,Safe
VH003,CNG,City Bus,2026-07-24 18:40:41.213000,291.8,156.0,444.7,6.38,21.3,9.81,78.4,63.0,Safe
VH003,CNG,City Bus,2026-07-24 18:40:56.213000,211.8,143.2,417.4,0.65,19.5,5.97,55.2,40.4,Safe
VH003,CNG,City Bus,2026-07-24 18:41:11.213000,180.9,263.8,445.4,4.26,37.0,7.85,54.4,69.7,Safe
VH003,CNG,City Bus,2026-07-24 18:41:26.213000,249.7,221.8,423.0,2.68,50.0,7.23,67.7,58.4,Safe
VH003,CNG,City Bus,2026-07-24 18:41:41.213000,273.2,236.0,441.4,2.1,10.2,5.83,76.0,51.7,Safe
VH003,CNG,City Bus,2026-07-24 18:41:56.213000,268.4,150.6,496.0,2.61,16.2,2.13,72.6,44.1,Safe
VH003,CNG,City Bus,2026-07-24 18:42:11.213000,283.4,237.7,466.8,2.5,19.3,7.09,57.4,58.3,Safe
VH003,CNG,City Bus,2026-07-24 18:42:26.213000,219.2,216.9,348.2,1.95,11.2,5.75,77.5,47.7,Safe
VH003,CNG,City Bus,2026-07-24 18:42:41.213000,200.9,93.1,519.2,3.07,31.0,3.91,79.4,66.2,Safe
VH003,CNG,City Bus,2026-07-24 18:42:56.213000,252.5,79.7,394.3,6.65,9.2,8.03,69.0,55.7,Safe
VH003,CNG,City Bus,2026-07-24 18:43:11.213000,148.2,242.0,388.2,4.07,36.6,4.9,58.3,65.0,Safe
VH003,CNG,City Bus,2026-07-24 18:43:26.213000,168.4,196.2,377.8,1.58,37.1,0.88,56.8,53.4,Safe
VH003,CNG,City Bus,2026-07-24 18:43:41.213000,167.4,112.7,398.1,3.78,44.3,2.4,63.4,39.1,Safe
VH003,CNG,City Bus,2026-07-24 18:43:56.213000,260.8,114.0,486.6,0.25,26.5,2.65,56.6,61.7,Safe
VH003,CNG,City Bus,2026-07-24 18:44:11.213000,207.2,148.3,414.1,4.38,51.4,1.81,70.3,60.3,Safe
VH003,CNG,City Bus,2026-07-24 18:44:26.213000,164.9,254.5,380.7,1.54,36.6,7.52,70.4,66.8,Safe
VH003,CNG,City Bus,2026-07-24 18:44:41.213000,168.3,197.7,392.2,1.82,40.2,4.17,70.8,45.4,Safe
VH003,CNG,City Bus,2026-07-24 18:44:56.213000,211.8,252.4,386.1,0.37,37.1,3.74,54.5,50.2,Safe
